,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Min Ver,Max Ver
8149,European Union Flag LWP,PERSONALIZATION,4.335987261146497,3,5.3,100.0,Free,0.0,Everyone,['Personalization'],"August 29, 2016",1.1.0,4.1.0,4.1.0,
8150,Council Voting Calculator,COMMUNICATION,3.9,33,3.4,5000.0,Free,0.0,Everyone,['Communication'],"January 6, 2017",2.3.0,4.1.0,4.1.0,
8151,EU Flags Live Wallpaper,PERSONALIZATION,4.3,444,12.0,10000.0,Paid,0.99,Everyone,['Personalization'],"November 18, 2013",1.95.0,2.1.0,2.1.0,
8152,EU FTL Calculator,BUSINESS,3.6,60,1.8,10000.0,Free,0.0,Everyone,['Business'],"June 1, 2018",1.5.1,4.1.0,4.1.0,
8153,The EU Relocation Programme,FAMILY,4.1922724670864335,27,12.0,1000.0,Free,0.0,Everyone,['Education'],"July 28, 2016",1.0.0,4.0.0,4.0.0,
8154,Passenger rights,TRAVEL_AND_LOCAL,3.9,442,2.5,50000.0,Free,0.0,Everyone,['Travel & Local'],"January 16, 2018",1.1.3,4.0.3,4.0.3,
8155,EU Mobile Money Partenaire Commercial,FINANCE,4.3,70,3.9,10000.0,Free,0.0,Everyone,['Finance'],"May 14, 2018",1.3.0,4.0.3,4.0.3,
8156,Eurostat Country Profiles,PRODUCTIVITY,3.7,87,2.0,10000.0,Free,0.0,Everyone,['Productivity'],"April 12, 2018",37.0.0,4.0.3,4.0.3,
8157,EU in the World,FAMILY,4.1922724670864335,8,7.2,100.0,Free,0.0,Everyone,['Entertainment'],"March 2, 2018",1.1.1,4.1.0,4.1.0,
8158,My EU,FAMILY,3.8,4,13.0,100.0,Free,0.0,Everyone,['Education'],"May 15, 2017",3.2.1,4.1.0,4.1.0,
8159,Invasion: Defend EU,GAME,4.286326344576117,7,20.0,50.0,Free,0.0,Everyone,['Arcade'],"December 8, 2017",1.0.|,2.3.0,2.3.0,
8160,R-EU-READY,GAME,4.1,13,16.0,500.0,Free,0.0,Everyone,['Trivia'],"March 2, 2016",1.5.0,2.2.0,2.2.0,
8161,taxi.eu,TRAVEL_AND_LOCAL,4.1,1865,22.0,100000.0,Free,0.0,Everyone,['Travel & Local'],"June 28, 2018",10.7.1388,4.4.0,4.4.0,
8162,CVRIA,BUSINESS,4.7,68,3.5,10000.0,Free,0.0,Everyone,['Business'],"May 11, 2017",1.1.10,4.4.0,4.4.0,
8163,EU Flag Live Wallpaper,PERSONALIZATION,4.335987261146497,19,2.3,1000.0,Free,0.0,Everyone,['Personalization'],"June 9, 2016",1.0.0,2.3.0,2.3.0,
8164,TAXLANDIA,FAMILY,1.9,141,65.0,1000.0,Free,0.0,Everyone,['Educational'],"March 6, 2018",1.8.2,4.3.0,4.3.0,
8165,European Solidarity Corps,SOCIAL,3.6,9,21.0,1000.0,Free,0.0,Teen,['Social'],"July 5, 2018",1.2.0,4.4.0,4.4.0,
8166,Have your say on Europe,COMMUNICATION,3.8,19,21.0,500.0,Free,0.0,Everyone,['Communication'],"April 19, 2018",1.1.0,4.1.0,4.1.0,
8167,EU CBRNE Glossary,LIBRARIES_AND_DEMO,4.178461538461539,3,20.0,500.0,Free,0.0,Everyone,['Libraries & Demo'],"June 15, 2016",1.0.0,4.4.0,4.4.0,
8168,Doorstep EU,NEWS_AND_MAGAZINES,4.5,67,12.0,1000.0,Free,0.0,Everyone,['News & Magazines'],"June 26, 2018",1.8.0,4.1.0,4.1.0,
8169,EURES - Your Job in Europe,BUSINESS,2.7,358,2.0,50000.0,Free,0.0,Everyone,['Business'],"September 18, 2017",1.4.1,2.3.3,2.3.3,
8170,Autoroute.EU,BUSINESS,4.121452145214521,10,2.7,1000.0,Free,0.0,Everyone,['Business'],"July 19, 2016",2.6.0,4.0.3,4.0.3,
8171,Invasive Alien Species Europe,FAMILY,4.5,13,13.0,1000.0,Free,0.0,Everyone,['Education'],"November 20, 2017",1.0.6,4.4.0,4.4.0,
8172,Countries of the European Union (Quiz),GAME,4.286326344576117,11,7.0,100.0,Free,0.0,Everyone,['Trivia'],"February 3, 2018",1.3.0,5.0.0,5.0.0,
8173,EU Exit poll,LIFESTYLE,5.0,10,9.4,100.0,Free,0.0,Everyone,['Lifestyle'],"July 15, 2016",1.6.0,4.1.0,4.1.0,
8174,Schengen/EU App,TOOLS,4.0,24,11.0,1000.0,Free,0.0,Everyone,['Tools'],"February 27, 2018",1.0.0,4.1.0,4.1.0,
8175,EU WHO War,FAMILY,4.1922724670864335,0,1.2,50.0,Free,0.0,Everyone,['Education'],"December 23, 2013",1.0.0,3.0.0,3.0.0,
8176,Lazionews.eu,NEWS_AND_MAGAZINES,4.1321888412017165,25,18.0,1000.0,Free,0.0,Everyone,['News & Magazines'],"May 18, 2018",1.0.1,4.0.0,4.0.0,
8177,Brexit EU,FAMILY,4.4,7,7.5,500.0,Free,0.0,Everyone,['Casual'],"March 10, 2016",1.0.0,2.3.0,2.3.0,
8178,Eu sou Rico,FINANCE,4.13188854489164,0,2.6,0.0,Paid,30.99,Everyone,['Finance'],"January 9, 2018",1.0.0,4.0.0,4.0.0,
8179,EU Life Explorer,NEWS_AND_MAGAZINES,4.0,2,12.0,50.0,Free,0.0,Everyone,['News & Magazines'],"May 8, 2017",1.1.0,4.1.0,4.1.0,
8180,E.U. Trademark Search Tool,BUSINESS,4.121452145214521,0,3.1,10.0,Free,0.0,Everyone,['Business'],"March 29, 2018",1.5.0,4.0.3,4.0.3,
8181,EU VAT Checker,BUSINESS,3.1,7,0.0380859375,1000.0,Free,0.0,Everyone,['Business'],"October 12, 2011",1,1.6.0,1.6.0,
8182,Dotti EU,BUSINESS,4.121452145214521,15,4.3,1000.0,Free,0.0,Everyone,['Business'],"May 9, 2018",2.1.18,4.4.0,4.4.0,
8183,EU RCD Guide,BOOKS_AND_REFERENCE,4.346067415730337,0,45.0,10.0,Paid,3.61,Everyone,['Books & Reference'],"June 29, 2016",2.0.0,4.0.0,4.0.0,
8184,daskal.eu,FAMILY,5.0,5,15.0,50.0,Free,0.0,Everyone,['Education'],"October 6, 2017",2.3.3,4.4.0,4.4.0,
8185,Intra- and extra-EU trade data,FINANCE,4.13188854489164,1,2.5,100.0,Free,0.0,Everyone,['Finance'],"December 16, 2015",1.0.5,4.0.0,4.0.0,
8186,Programi podrške EU,COMMUNICATION,4.158536585365853,0,5.4,100.0,Free,0.0,Everyone,['Communication'],"January 15, 2018",1.0.3,4.1.0,4.1.0,
8187,EU FP7 Adventure,BUSINESS,4.121452145214521,2,5.2,100.0,Free,0.0,Everyone,['Business'],"February 15, 2013",1,2.2.0,2.2.0,
8188,GastroHunter.EU,LIFESTYLE,4.094904458598726,1,1.5,10.0,Free,0.0,Everyone,['Lifestyle'],"April 23, 2015",1.0.0,4.3.0,4.3.0,
8189,EU IP Codes,BOOKS_AND_REFERENCE,4.346067415730337,2,0.947265625,100.0,Free,0.0,Everyone,['Books & Reference'],"January 8, 2014",1.0.4,4.0.0,4.0.0,
8190,Eu Sou Rico,FINANCE,4.13188854489164,0,1.4,0.0,Paid,394.99,Everyone,['Finance'],"July 11, 2018",1.0.0,4.0.3,4.0.3,
8191,MOTOBAZAR EU,LIFESTYLE,4.094904458598726,1,2.0,100.0,Free,0.0,Everyone,['Lifestyle'],"May 6, 2018",1.2.36,4.0.3,4.0.3,
8192,TattooSupplies.eu,SHOPPING,4.2596638655462185,31,34.0,1000.0,Free,0.0,Everyone,['Shopping'],"August 9, 2017",1.3.1,4.1.0,4.1.0,
8193,IF YOU TO EU PEGO,FAMILY,4.1922724670864335,3,2.1,100.0,Paid,1.26,Everyone,['Entertainment'],"January 12, 2012",3,2.1.0,2.1.0,
8194,Inbox.eu,COMMUNICATION,3.7,98,9.7,10000.0,Free,0.0,Everyone,['Communication'],"July 11, 2018",6.4.7,4.3.0,4.3.0,
8195,CALIOPE EU: Air Quality,HEALTH_AND_FITNESS,3.9,21,2.2,1000.0,Free,0.0,Everyone,['Health & Fitness'],"October 30, 2015",1.1.2,4.0.0,4.0.0,
8196,Konferencija.eu,BUSINESS,4.121452145214521,3,1.6,10.0,Free,0.0,Everyone,['Business'],"March 21, 2017",1.0.2,4.0.0,4.0.0,
8197,Reisedealz.eu,SOCIAL,4.255598455598456,0,10.0,10.0,Free,0.0,Everyone,['Social'],"September 24, 2015",1.0.0,4.0.0,4.0.0,
8198,Going Abroad,FAMILY,3.0,606,42.0,50000.0,Free,0.0,Everyone 10+,['Educational'],"August 16, 2016",1.2.0,4.0.0,4.0.0,
8199,EU GDPR RiskCalc,BUSINESS,4.121452145214521,1,13.0,50.0,Free,0.0,Everyone,['Business'],"October 3, 2017",1.0.0,4.2.0,4.2.0,
8200,EU Whoiswho,BUSINESS,4.121452145214521,0,2.7,10.0,Free,0.0,Everyone,['Business'],"December 1, 2016",0.0.1,4.0.0,4.0.0,
8201,EU Brazil Green Business Forum,PRODUCTIVITY,4.211396011396012,0,8.7,10.0,Free,0.0,Everyone,['Productivity'],"April 18, 2017",1.7.1,2.1.0,2.1.0,
8202,EU-Schwerbehinderung,NEWS_AND_MAGAZINES,4.1321888412017165,3,32.0,100.0,Free,0.0,Everyone 10+,['News & Magazines'],"July 16, 2018",2.0.3.53,6.0.0,6.0.0,
8203,SK Bosnia Online EU Teplice,SPORTS,4.223510971786833,2,10.0,5.0,Free,0.0,Everyone,['Sports'],"August 21, 2017",1.2.0,4.0.0,4.0.0,
8204,Campervan.Guide Pro,TRAVEL_AND_LOCAL,4.2,238,67.0,10000.0,Paid,5.99,Everyone,['Travel & Local'],"June 22, 2018",4.6.2,4.1.0,4.1.0,
8205,Qserve EU MDR First Aid,BUSINESS,3.0,2,17.0,100.0,Free,0.0,Everyone,['Business'],"May 11, 2017",1.2.22,4.1.0,4.1.0,
8206,I'm Rich/Eu sou Rico/أنا غني/我很有錢,LIFESTYLE,4.094904458598726,0,40.0,0.0,Paid,399.99,Everyone,['Lifestyle'],"December 1, 2017",,4.1.0,4.1.0,
8207,TrainPal EU- Book German Train Tickets,MAPS_AND_NAVIGATION,4.051612903225807,1,21.0,100.0,Free,0.0,Everyone,['Maps & Navigation'],"March 29, 2018",1.0.0,4.2.0,4.2.0,
8208,Strawberry Shortcake Ice Cream Island,FAMILY,4.2,32200,15.0,5000000.0,Free,0.0,Everyone,"['Casual', 'Pretend Play']","November 6, 2017",1.2.0,4.1.0,4.1.0,
8209,NativeScript Developer Day EU,BUSINESS,4.121452145214521,2,12.0,100.0,Free,0.0,Everyone,['Business'],"September 23, 2017",1.2.0,4.2.0,4.2.0,
8210,EU FP7 SAM,BUSINESS,4.121452145214521,0,9.7,10.0,Free,0.0,Everyone,['Business'],"March 12, 2015",1.0.3,4.0.0,4.0.0,
8211,Rail Planner Eurail/Interrail,MAPS_AND_NAVIGATION,4.2,3596,31.0,1000000.0,Free,0.0,Everyone,['Maps & Navigation'],"June 15, 2018",3.0.1 (70),4.0.0,4.0.0,
8212,eu sou franky,BUSINESS,3.7,195,4.0,10000.0,Free,0.0,Everyone,['Business'],"November 21, 2016",1.0.1,4.0.0,4.0.0,
8213,efootwear.eu - online store,SHOPPING,4.5,928,8.6,100000.0,Free,0.0,Everyone,['Shopping'],"August 2, 2018",1.7.0,4.4.0,4.4.0,
8214,ChargeHub - Find EV & Tesla Charging Stations,MAPS_AND_NAVIGATION,4.6,796,25.0,50000.0,Free,0.0,Everyone,['Maps & Navigation'],"May 18, 2018",6.7.0,4.0.3,4.0.3,
8215,PlugShare,MAPS_AND_NAVIGATION,4.7,4501,26.0,100000.0,Free,0.0,Teen,['Maps & Navigation'],"July 25, 2018",3.5.1,4.0.3,4.0.3,
8216,NEXTCHARGE - Charging Stations,MAPS_AND_NAVIGATION,4.3,891,6.4,50000.0,Free,0.0,Everyone,['Maps & Navigation'],"July 26, 2018",4.5.1,4.1.0,4.1.0,
8217,NissanConnect® EV & Services,LIFESTYLE,2.3,853,88.0,50000.0,Free,0.0,Everyone,['Lifestyle'],"July 20, 2018",6.2.0,4.4.0,4.4.0,
8218,EV Connect,MAPS_AND_NAVIGATION,2.8,25,5.8,1000.0,Free,0.0,Everyone,['Maps & Navigation'],"August 6, 2018",2.10.0,5.0.0,5.0.0,
8219,HondaLink EV,TOOLS,2.8,44,41.0,10000.0,Free,0.0,Everyone,['Tools'],"June 20, 2018",3.8.0,2.3.0,2.3.0,
8220,EV Stations Hawaii,MAPS_AND_NAVIGATION,3.6,7,2.5,1000.0,Free,0.0,Everyone,['Maps & Navigation'],"May 30, 2017",3.0.6,4.1.0,4.1.0,
8221,EV Trip Optimizer for Tesla,AUTO_AND_VEHICLES,3.2,46,6.6,1000.0,Free,0.0,Everyone,['Auto & Vehicles'],"June 26, 2018",3.4.0,4.1.0,4.1.0,
8222,JuiceNet - Smart EV Charging,MAPS_AND_NAVIGATION,3.5,106,24.0,5000.0,Free,0.0,Everyone,['Maps & Navigation'],"July 9, 2018",2.1.223,4.0.0,4.0.0,
8223,Zap-Map: EV charging points UK,MAPS_AND_NAVIGATION,3.8,181,9.8,10000.0,Free,0.0,Everyone,['Maps & Navigation'],"July 6, 2018",4.0.4,4.1.0,4.1.0,
8224,EV Charging,MAPS_AND_NAVIGATION,3.5,8,32.0,1000.0,Free,0.0,Everyone,['Maps & Navigation'],"August 1, 2017",2.0.0,4.1.0,4.1.0,
8225,Simple EV Calc,PRODUCTIVITY,4.2,105,72.0,1000.0,Free,0.0,Everyone,['Productivity'],"October 16, 2017",2.2.2,4.4.0,4.4.0,
8226,CHOSEN - EV Smart Charger,AUTO_AND_VEHICLES,4.190410958904109,1,19.0,10.0,Free,0.0,Everyone,['Auto & Vehicles'],"August 7, 2018",3.4.4,4.2.0,4.2.0,
8227,Electric Car Charging Points: Ev charger Stations,MAPS_AND_NAVIGATION,4.5,8,8.1,100.0,Free,0.0,Everyone,['Maps & Navigation'],"August 3, 2018",1.3.0,4.1.0,4.1.0,
8228,ELMO EV Charging,MAPS_AND_NAVIGATION,3.4,14,6.2,1000.0,Free,0.0,Everyone,['Maps & Navigation'],"January 25, 2018",2.1.05,4.0.3,4.0.3,
8229,Bolt - EV Charging Service,AUTO_AND_VEHICLES,3.0,9,8.4,100.0,Free,0.0,Everyone,['Auto & Vehicles'],"March 23, 2018",2.2.0,5.0.0,5.0.0,
8230,To-U - free EV public charging,TRAVEL_AND_LOCAL,4.4,75,19.0,1000.0,Free,0.0,Everyone,['Travel & Local'],"May 23, 2018",2.9.0,4.1.0,4.1.0,
8231,Light Meter - EV,PHOTOGRAPHY,4.0,26,8.5,1000.0,Free,0.0,Everyone,['Photography'],"August 2, 2018",4.1.1,4.4.0,4.4.0,
8232,Mas Akıllı Ev,HOUSE_AND_HOME,4.197368421052632,13,43.0,100.0,Free,0.0,Everyone,['House & Home'],"April 18, 2018",3.2.0,4.4.0,4.4.0,
8233,EV Finder,TOOLS,4.3,29,23.0,1000.0,Free,0.0,Everyone,['Tools'],"February 7, 2017",2.7.0,2.3.0,2.3.0,
8234,SpeedApp EV,AUTO_AND_VEHICLES,4.190410958904109,0,48.0,5.0,Free,0.0,Everyone,['Auto & Vehicles'],"July 4, 2018",1.2.0,6.0.0,6.0.0,
8235,EV Real Estate Search,LIFESTYLE,4.1,88,20.0,5000.0,Free,0.0,Everyone,['Lifestyle'],"July 13, 2018",5.600.49,4.0.3,4.0.3,
8236,Ev Dizayn,LIFESTYLE,3.6,30,5.2,5000.0,Free,0.0,Everyone,['Lifestyle'],"March 4, 2015",1.0.0,4.0.0,4.0.0,
8237,Power Plug EV charger,MAPS_AND_NAVIGATION,3.7,13,3.9,1000.0,Free,0.0,Everyone,['Maps & Navigation'],"December 22, 2014",1.1.0,2.3.3,2.3.3,
8238,Builder Craft: House Building & Exploration,FAMILY,4.2,20807,52.0,1000000.0,Free,0.0,Everyone 10+,['Simulation'],"August 2, 2017",1.3.0,4.1.0,4.1.0,
8239,Texas Hold'em EV Calculator,TOOLS,3.7,6,1.3,1000.0,Free,0.0,Everyone,['Tools'],"November 8, 2015",1.0.0,2.3.0,2.3.0,
8240,Bird - Enjoy The Ride,TRAVEL_AND_LOCAL,4.3,2649,25.0,500000.0,Free,0.0,Everyone,['Travel & Local'],"August 3, 2018",4.1.1,4.4.0,4.4.0,
8241,AÖF Ev İdaresi 1. Sınıf,FAMILY,4.1922724670864335,2,11.0,1000.0,Free,0.0,Everyone,['Education'],"July 15, 2018",3.0.0,4.1.0,4.1.0,
8242,EV Bon Dictionary,FAMILY,4.1922724670864335,11,16.0,500.0,Free,0.0,Everyone,['Education'],"October 28, 2017",2.0.0,4.0.0,4.0.0,
8243,German Vocabulary Trainer,FAMILY,3.3,1218,1.0,100000.0,Free,0.0,Everyone,['Education'],"August 24, 2012",1.0.0,2.1.0,2.1.0,
8244,REV Robotic Enhance Vehicles,FAMILY,4.4,2558,61.0,100000.0,Free,0.0,Everyone,['Entertainment'],"January 16, 2018",2.0.11,4.4.0,4.4.0,
8245,Electric Car Taxi Driver: NY City Cab Taxi Games,FAMILY,4.0,5886,54.0,1000000.0,Free,0.0,Everyone,['Simulation'],"May 28, 2018",1.2.0,4.0.0,4.0.0,
8246,EV Calculator,TOOLS,4.9,85,19.0,1000.0,Free,0.0,Everyone,['Tools'],"July 5, 2018",1.20.0,4.1.0,4.1.0,
8247,Home Decoration Game,FAMILY,4.0,17543,19.0,5000000.0,Free,0.0,Everyone,['Casual'],"January 25, 2018",3.0.1,4.0.0,4.0.0,
8248,PokeType - Dex,FAMILY,4.6,36813,33.0,500000.0,Free,0.0,Everyone,['Entertainment'],"May 1, 2018",4.2.0,4.1.0,4.1.0,
8249,Survival Forest : Survivor Home Builder,FAMILY,3.6,9389,64.0,1000000.0,Free,0.0,Teen,['Simulation'],"May 31, 2018",1.3.4,4.0.0,4.0.0,
8250,Room Creator Interior Design,HOUSE_AND_HOME,3.9,59660,72.0,1000000.0,Free,0.0,Everyone,['House & Home'],"March 14, 2017",3.4.0,2.3.0,2.3.0,
8251,Doll House Design & Decoration 2: Girls House Game,FAMILY,3.9,2338,45.0,100000.0,Free,0.0,Everyone,['Simulation'],"May 29, 2018",1.1.0,4.1.0,4.1.0,
8252,eCooltra: scooter sharing. Share electric scooters,TRAVEL_AND_LOCAL,4.2,2822,27.0,100000.0,Free,0.0,Everyone,['Travel & Local'],"July 27, 2018",1.21.2,4.1.0,4.1.0,
8253,Design Home,FAMILY,4.4,539931,69.0,10000000.0,Free,0.0,Everyone,['Simulation'],"August 6, 2018",1.11.01,4.2.0,4.2.0,
8254,E.W. James & Sons,SHOPPING,4.2596638655462185,2,4.9,500.0,Free,0.0,Everyone,['Shopping'],"April 11, 2018",3.0.2,5.0.0,5.0.0,
8255,EW Manager,BUSINESS,4.121452145214521,0,4.4,10.0,Free,0.0,Everyone,['Business'],"February 20, 2018",1.0.0,4.1.0,4.1.0,
8256,PeopleTV - Watch Celebrity News,FAMILY,4.3,2223,8.6,100000.0,Free,0.0,Teen,['Entertainment'],"March 28, 2018",1.2.0.8,4.1.0,4.1.0,
8257,ew-Magazin,NEWS_AND_MAGAZINES,4.1321888412017165,2,13.0,100.0,Free,0.0,Everyone,['News & Magazines'],"December 13, 2016",3.5.0,4.0.0,4.0.0,
8258,EW PDF,BOOKS_AND_REFERENCE,4.346067415730337,0,8.7,5.0,Free,0.0,Everyone,['Books & Reference'],"February 14, 2018",1.0.2,4.4.0,4.4.0,
8259,EW Gate,BUSINESS,4.121452145214521,0,12.0,50.0,Free,0.0,Everyone,['Business'],"April 16, 2018",3.07.0,4.0.0,4.0.0,
8260,E W Bookkeeping & Accountancy,FINANCE,4.13188854489164,1,29.0,100.0,Free,0.0,Everyone,['Finance'],"April 23, 2018",1.0.0,4.1.0,4.1.0,
8261,EW Login,BUSINESS,4.121452145214521,0,5.8,10.0,Free,0.0,Everyone,['Business'],"December 13, 2017",1.0.0,4.0.3,4.0.3,
8262,Water Surfer Racing In Moto,GAME,4.3,2233,36.0,1000000.0,Free,0.0,Everyone,['Racing'],"February 28, 2018",1.1.0,2.3.0,2.3.0,
8263,EW Handbook,BUSINESS,4.121452145214521,1,17.0,100.0,Free,0.0,Everyone,['Business'],"June 11, 2015",4,2.3.3,2.3.3,
8264,Mee-EW,TOOLS,4.04741144414169,0,17.0,5.0,Free,0.0,Everyone,['Tools'],"August 2, 2018",1.0.1,4.1.0,4.1.0,
8265,EW Widgets for Zooper,TOOLS,3.4,5,1.9,100.0,Free,0.0,Everyone,['Tools'],"December 3, 2016",1.0.2,4.0.3,4.0.3,
8266,The List,NEWS_AND_MAGAZINES,3.5,66,12.0,10000.0,Free,0.0,Everyone,['News & Magazines'],"June 1, 2017",6.11.0,4.1.0,4.1.0,
8267,EW MOTION THERAPY,HEALTH_AND_FITNESS,4.277104377104377,0,7.1,10.0,Free,0.0,Everyone,['Health & Fitness'],"July 9, 2018",4.2.2,4.1.0,4.1.0,
8268,European War 6: 1804,FAMILY,4.2,1330,96.0,10000.0,Paid,0.99,Teen,['Strategy'],"July 18, 2018",1.1.0,4.4.0,4.4.0,
8269,XCOM®: Enemy Within,FAMILY,4.2,13752,21.0,100000.0,Paid,9.99,Mature 17+,['Strategy'],"October 24, 2017",1.7.0,4.0.0,4.0.0,
8270,EW Neuron Scan,TOOLS,4.04741144414169,1,6.5,10.0,Free,0.0,Everyone,['Tools'],"January 31, 2018",1.6.2,5.0.0,5.0.0,
8271,NATIVE ENTERTAINMENT MAGAZINE - ISSUE # 1,NEWS_AND_MAGAZINES,4.1321888412017165,0,62.0,10.0,Free,0.0,Mature 17+,['News & Magazines'],"December 16, 2017",1,4.1.0,4.1.0,
8272,European War 5:Empire,FAMILY,3.8,9513,82.0,100000.0,Free,0.0,Everyone 10+,['Strategy'],"June 8, 2018",1.2.6,4.0.3,4.0.3,
8273,Rescue Robots Survival Games,GAME,4.0,27557,69.0,5000000.0,Free,0.0,Teen,['Action'],"July 6, 2018",2,4.1.0,4.1.0,
8274,Raytheon F-16 EW 360 VR,FAMILY,4.5,6,22.0,500.0,Free,0.0,Everyone,['Entertainment'],"June 9, 2017",1.0.01,4.4.0,4.4.0,
8275,Pregnant Emergency Surgery,FAMILY,3.8,127229,34.0,10000000.0,Free,0.0,Everyone,['Casual'],"September 7, 2017",1.1.14,4.0.0,4.0.0,
8276,Eddsworld Amino,SOCIAL,4.9,3071,63.0,10000.0,Free,0.0,Teen,['Social'],"July 13, 2018",1.8.19106,4.0.3,4.0.3,
8277,Storm Shield,WEATHER,3.5,2000,14.0,100000.0,Free,0.0,Everyone,['Weather'],"July 31, 2018",4.1.12,5.0.0,5.0.0,
8278,EdiRange,TOOLS,3.0,736,1.8,100000.0,Free,0.0,Everyone,['Tools'],"July 5, 2017",1.11.0,4.0.3,4.0.3,
8279,TRANSFORMERS: Earth Wars,FAMILY,4.5,256219,95.0,10000000.0,Free,0.0,Everyone,['Strategy'],"July 31, 2018",1.64.0.21247,4.2.0,4.2.0,
8280,Beard Live Camera Photo Editor,BEAUTY,4.7,900,30.0,5000.0,Free,0.0,Everyone,['Beauty'],"March 25, 2018",1.1.0,4.0.3,4.0.3,
8281,No Pimple - Fun games,FAMILY,3.3,24091,16.0,5000000.0,Free,0.0,Teen,['Casual'],"August 4, 2016",1.1.0,2.3.0,2.3.0,
8282,Web Browser for Android,COMMUNICATION,4.1,55110,4.3,1000000.0,Free,0.0,Everyone,['Communication'],"June 20, 2018",2.2.0,4.0.0,4.0.0,
8283,OMG Gross Zit - Date Nightmare,FAMILY,3.7,70105,67.0,10000000.0,Free,0.0,Everyone,['Casual'],"June 6, 2018",1.0.3,4.1.0,4.1.0,
8284,Garden Fever - Free!,FAMILY,3.9,13253,12.0,1000000.0,Free,0.0,Everyone,['Puzzle'],"August 9, 2016",2.1.080,2.3.0,2.3.0,
8285,GO SMS PRO EMOJI PLUGIN,PERSONALIZATION,3.5,84779,8.5,5000000.0,Free,0.0,Everyone,['Personalization'],"June 4, 2018",2.4.0,4.0.0,4.0.0,
8286,Bike Race - Bike Blast Rush,GAME,4.4,83891,48.0,10000000.0,Free,0.0,Everyone,['Action'],"July 19, 2018",3.1.0,4.0.0,4.0.0,
8287,Subway Simulator 3D,FAMILY,4.0,25489,62.0,1000000.0,Free,0.0,Everyone,['Simulation'],"August 6, 2018",2.9.0,4.1.0,4.1.0,
8288,XCOM: TBG,FAMILY,4.0,2294,95.0,100000.0,Free,0.0,Everyone,['Entertainment'],"January 9, 2017",1.2.1,2.3.0,2.3.0,
8289,ETERNITY WARRIORS 2,GAME,4.6,568391,5.2,5000000.0,Free,0.0,Teen,['Action'],"July 1, 2014",4.3.1,2.1.0,2.1.0,
8290,Deus Ex GO,FAMILY,4.5,9699,23.0,100000.0,Paid,0.99,Teen,['Puzzle'],"July 23, 2018",2.1.111374,4.2.0,4.2.0,
8291,ADWLauncher 1 EX,PERSONALIZATION,4.3,28728,2.8,500000.0,Paid,2.49,Everyone,['Personalization'],"July 27, 2013",1.3.3.9,1.6.0,1.6.0,
8292,GO Launcher EX UI5.0 theme,PERSONALIZATION,4.3,111634,13.0,5000000.0,Free,0.0,Everyone,['Personalization'],"May 26, 2014",2.08.0,2.0.0,2.0.0,
8293,Device Info Ex Live Wallpaper,PERSONALIZATION,4.1,2645,1.1,50000.0,Paid,0.99,Everyone,['Personalization'],"December 20, 2015",11.0.0,2.1.0,2.1.0,
8294,GO Weather EX Theme White,WEATHER,4.2,8723,4.6,500000.0,Free,0.0,Everyone,['Weather'],"August 27, 2014",1.0.0,2.2.0,2.2.0,
8295,Advanced EX for HYUNDAI,TOOLS,2.7,168,0.166015625,5000.0,Paid,4.99,Everyone,['Tools'],"March 14, 2015",1.10.0,1.6.0,1.6.0,
8296,MIUI Style GO Weather EX,WEATHER,4.2,2115,1.1,500000.0,Free,0.0,Everyone,['Weather'],"July 4, 2014",1.3.0,1.6.0,1.6.0,
8297,Remote EX for NISSAN,COMMUNICATION,2.3,223,1.0,5000.0,Paid,1.49,Everyone,['Communication'],"July 26, 2014",1.3.0,3.0.0,3.0.0,
8298,Get Over Your Ex,DATING,4.1,10,11.0,5000.0,Free,0.0,Everyone,['Dating'],"April 12, 2017",1.1.0,4.0.3,4.0.3,
8299,Advanced EX for MITSUBISHI,TOOLS,2.9,33,0.1376953125,1000.0,Paid,4.99,Everyone,['Tools'],"August 21, 2015",1.1.0,1.6.0,1.6.0,
8300,Advanced EX for KIA,TOOLS,3.3,257,0.15625,5000.0,Paid,4.99,Everyone,['Tools'],"March 14, 2015",1.4.0,1.6.0,1.6.0,
8301,Airway Ex - Intubate. Anesthetize. Train.,MEDICAL,4.3,123,86.0,10000.0,Free,0.0,Everyone,['Medical'],"June 1, 2018",0.6.88,5.0.0,5.0.0,
8302,Advanced EX for NISSAN,TOOLS,2.9,164,0.140625,5000.0,Paid,4.99,Everyone,['Tools'],"March 14, 2015",1.3.0,1.6.0,1.6.0,
8303,Advanced EX for FIAT,TOOLS,3.5,138,0.1376953125,5000.0,Paid,4.99,Everyone,['Tools'],"March 5, 2015",1.6.0,1.6.0,1.6.0,
8304,Advanced EX for RENAULT,TOOLS,2.8,130,0.1396484375,5000.0,Paid,4.99,Everyone,['Tools'],"March 14, 2015",1.1.0,1.6.0,1.6.0,
8305,EX File Explorer File Manage Pro,PRODUCTIVITY,4.211396011396012,1,6.3,50.0,Paid,1.99,Everyone,['Productivity'],"August 6, 2017",1.0.0,4.0.0,4.0.0,
8306,Aurum Blade EX,FAMILY,4.3,28151,17.0,1000000.0,Free,0.0,Everyone 10+,['Role Playing'],"June 4, 2015",1.0.2,2.2.0,2.2.0,
